0	eng	Eywa	ɛj.wa	\N	prop.n.	Who's Eywa? Only their deity! Their goddess, made up of all living things. Everything they know! You'd know this if you had any training whatsoever.
700	est	kame	ˈk·a.m·ɛ	k<1><2>am<3>e	vtr.	nägema, sisse nägema, aru saama, teadma (vaimne)
700	hu	kame	ˈk·a.m·ɛ	k<1><2>am<3>e	vtr.	(bele)lát (spirituális értelemben), lény(eg)ében megért/felismer, 'grokkol'
700	nl	kame	ˈk·a.m·ɛ	k<1><2>am<3>e	vtr.	(in)zien
700	pl	kame	ˈk·a.m·ɛ	k<1><2>am<3>e	vtr.	widzieć, rozumieć, zaglądać, wiedzieć (w sensie duchowym)
700	ru	kame	ˈk·a.m·ɛ	k<1><2>am<3>e	vtr.	видеть сущность, понимать, знать
700	sv	kame	ˈk·a.m·ɛ	k<1><2>am<3>e	vtr.	se, se in i, förstå, känna (spirituellt)
704	de	kan	k·an	k<1><2><3>an	vtrm., vtr.	vtrm. zielen, abzielen, beabsichtigen; vtr. zielen, eine Waffe oder anderes Objekt auf ein Ziel richten
704	eng	kan	k·an	k<1><2><3>an	vtrm., vtr.	aim, to intend; aim, to direct a weapon or other object at a target
704	est	kan	k·an	k<1><2><3>an	vtrm., vtr.	sihtima, suunama; suunitlema, kavatsema
704	hu	kan	k·an	k<1><2><3>an	vtrm., vtr.	(meg)céloz
704	nl	kan	k·an	k<1><2><3>an	vtrm., vtr.	doelen op, bedoelen; richten, een wapen of object op een doel richten
704	pl	kan	k·an	k<1><2><3>an	vtrm., vtr.	zamierzać
704	ru	kan	k·an	k<1><2><3>an	vtrm., vtr.	целиться
704	sv	kan	k·an	k<1><2><3>an	vtrm., vtr.	sikta
708	de	kangay	ka.ˈŋaj	\N	adj.	gültig, stichhaltig, richtig
708	eng	kangay	ka.ˈŋaj	\N	adj.	valid
708	est	kangay	ka.ˈŋaj	\N	adj.	kehtiv, tõene
708	hu	kangay	ka.ˈŋaj	\N	adj.	érvényes
708	nl	kangay	ka.ˈŋaj	\N	adj.	geldig
708	pl	kangay	ka.ˈŋaj	\N	adj.	obowiązujący, właściwy
708	ru	kangay	ka.ˈŋaj	\N	adj.	действенный, эффективный, действующий
708	sv	kangay	ka.ˈŋaj	\N	adj.	giltig
712	de	kar	k·aɾ	k<1><2><3>ar	vtr.	lehren, unterrichten
712	eng	kar	k·aɾ	k<1><2><3>ar	vtr.	teach
712	est	kar	k·aɾ	k<1><2><3>ar	vtr.	õpetama
712	hu	kar	k·aɾ	k<1><2><3>ar	vtr.	tanít
712	nl	kar	k·aɾ	k<1><2><3>ar	vtr.	leren, doceren
712	pl	kar	k·aɾ	k<1><2><3>ar	vtr.	uczyć (kogoś)
712	ru	kar	k·aɾ	k<1><2><3>ar	vtr.	учить
712	sv	kar	k·aɾ	k<1><2><3>ar	vtr.	lära ut
716	de	karyu	ˈkaɾ.ju	\N	n.	Lehrer
716	eng	karyu	ˈkaɾ.ju	\N	n.	teacher
716	est	karyu	ˈkaɾ.ju	\N	n.	õpetaja
716	hu	karyu	ˈkaɾ.ju	\N	n.	tanító
716	nl	karyu	ˈkaɾ.ju	\N	n.	leraar
716	pl	karyu	ˈkaɾ.ju	\N	n.	nauczyciel
716	ru	karyu	ˈkaɾ.ju	\N	n.	учитель
716	sv	karyu	ˈkaɾ.ju	\N	n.	lärare
720	de	kato	ˈka.to	\N	n.	Rhythmus
720	eng	kato	ˈka.to	\N	n.	rhythm
720	est	kato	ˈka.to	\N	n.	rütm
720	hu	kato	ˈka.to	\N	n.	ritmus
720	nl	kato	ˈka.to	\N	n.	ritme
720	pl	kato	ˈka.to	\N	n.	rytm
720	ru	kato	ˈka.to	\N	n.	ритм
720	sv	kato	ˈka.to	\N	n.	rytm
728	de	kawkrr	ˈkaw.kṛ	\N	adv.	niemals, nie
728	eng	kawkrr	ˈkaw.kṛ	\N	adv.	never
728	est	kawkrr	ˈkaw.kṛ	\N	adv.	mitte kunagi
728	hu	kawkrr	ˈkaw.kṛ	\N	adv.	soha
728	nl	kawkrr	ˈkaw.kṛ	\N	adv.	nooit
728	pl	kawkrr	ˈkaw.kṛ	\N	adv.	nigdy
728	ru	kawkrr	ˈkaw.kṛ	\N	adv.	никогда
728	sv	kawkrr	ˈkaw.kṛ	\N	adv.	aldrig
732	de	kawng	kawŋ	\N	adj.	böse, schlecht, übel
732	eng	kawng	kawŋ	\N	adj.	bad, evil
732	est	kawng	kawŋ	\N	adj.	paha, kuri
732	hu	kawng	kawŋ	\N	adj.	rossz, gonosz
732	nl	kawng	kawŋ	\N	adj.	slecht
732	pl	kawng	kawŋ	\N	adj.	niedobry, zły
732	ru	kawng	kawŋ	\N	adj.	плохой, дурной, злой
732	sv	kawng	kawŋ	\N	adj.	dålig, ond
736	de	kawtu	ˈkaw.tu	\N	pn.	niemand
736	eng	kawtu	ˈkaw.tu	\N	pn.	noone
736	est	kawtu	ˈkaw.tu	\N	pn.	mitte keegi
736	hu	kawtu	ˈkaw.tu	\N	pn.	senki
736	nl	kawtu	ˈkaw.tu	\N	pn.	niemand
736	pl	kawtu	ˈkaw.tu	\N	pn.	nikt
736	ru	kawtu	ˈkaw.tu	\N	pn.	никто
736	sv	kawtu	ˈkaw.tu	\N	pn.	ingen
740	de	ke	kɛ	\N	adv.	nicht
740	eng	ke	kɛ	\N	adv.	not
740	est	ke	kɛ	\N	adv.	mitte
740	hu	ke	kɛ	\N	adv.	nem
740	nl	ke	kɛ	\N	adv.	niet
740	pl	ke	kɛ	\N	adv.	nie
740	ru	ke	kɛ	\N	adv.	не
740	sv	ke	kɛ	\N	adv.	inte
748	de	ke'u	ˈkɛ.ʔu	\N	pn.	nichts, Nichts
748	eng	ke'u	ˈkɛ.ʔu	\N	pn.	nothing
748	est	ke'u	ˈkɛ.ʔu	\N	pn.	mitte midagi
748	hu	ke'u	ˈkɛ.ʔu	\N	pn.	semmi
748	nl	ke'u	ˈkɛ.ʔu	\N	pn.	helemaal niets, helemaal niet
748	pl	ke'u	ˈkɛ.ʔu	\N	pn.	nic, nijak, w żaden sposób
748	ru	ke'u	ˈkɛ.ʔu	\N	pn.	ничего, ничто
748	sv	ke'u	ˈkɛ.ʔu	\N	pn.	ingenting, ingenting alls, inget alls
752	de	kehe	ˈkɛ.hɛ	\N	part., intj.	nein
752	eng	kehe	ˈkɛ.hɛ	\N	part., intj.	no
752	est	kehe	ˈkɛ.hɛ	\N	part., intj.	ei
752	hu	kehe	ˈkɛ.hɛ	\N	part., intj.	nem (tagadás)
752	nl	kehe	ˈkɛ.hɛ	\N	part., intj.	nee
752	pl	kehe	ˈkɛ.hɛ	\N	part., intj.	nie
752	ru	kehe	ˈkɛ.hɛ	\N	part., intj.	нет
752	sv	kehe	ˈkɛ.hɛ	\N	part., intj.	nej
756	de	kelku	ˈkɛl.ku	\N	n.	Heim, Heimat, Zuhause, Haus
756	eng	kelku	ˈkɛl.ku	\N	n.	home, house
756	est	kelku	ˈkɛl.ku	\N	n.	kodu, maja
756	hu	kelku	ˈkɛl.ku	\N	n.	otthon, ház
756	nl	kelku	ˈkɛl.ku	\N	n.	thuis, huis
756	pl	kelku	ˈkɛl.ku	\N	n.	dom
756	ru	kelku	ˈkɛl.ku	\N	n.	дом
756	sv	kelku	ˈkɛl.ku	\N	n.	hus, hem
760	de	kelku si	ˈkɛl.ku ˈs·i	kelku s<1><2><3>i	vin.	leben, wohnen, hausen
760	eng	kelku si	ˈkɛl.ku ˈs·i	kelku s<1><2><3>i	vin.	live, dwell
760	est	kelku si	ˈkɛl.ku ˈs·i	kelku s<1><2><3>i	vin.	elama, paiknema
760	hu	kelku si	ˈkɛl.ku ˈs·i	kelku s<1><2><3>i	vin.	lakik
760	nl	kelku si	ˈkɛl.ku ˈs·i	kelku s<1><2><3>i	vin.	wonen
760	pl	kelku si	ˈkɛl.ku ˈs·i	kelku s<1><2><3>i	vin.	mieszkać
760	ru	kelku si	ˈkɛl.ku ˈs·i	kelku s<1><2><3>i	vin.	жить, обитать
760	sv	kelku si	ˈkɛl.ku ˈs·i	kelku s<1><2><3>i	vin.	bo, leva
768	de	kem	kɛm	\N	n.	Ding (Aktion), Tat, Handlung
768	eng	kem	kɛm	\N	n.	thing (action), deed
768	est	kem	kɛm	\N	n.	tegevus, tegu
768	hu	kem	kɛm	\N	n.	cselekedet, tett
768	nl	kem	kɛm	\N	n.	actie, daad
768	pl	kem	kɛm	\N	n.	czynność, dokonanie
768	ru	kem	kɛm	\N	n.	действие, поступок
768	sv	kem	kɛm	\N	n.	sak, handling, dåd
772	de	kempe	ˈkɛm.pɛ	\N	inter.	Was? (Welche Aktion)
772	eng	kempe	ˈkɛm.pɛ	\N	inter.	what (action)
772	est	kempe	ˈkɛm.pɛ	\N	inter.	mis (tegevus)
772	hu	kempe	ˈkɛm.pɛ	\N	inter.	mi történik? mit csinál?
772	nl	kempe	ˈkɛm.pɛ	\N	inter.	wat, welke (actie)
772	pl	kempe	ˈkɛm.pɛ	\N	inter.	jaka (czynność)
772	ru	kempe	ˈkɛm.pɛ	\N	inter.	что (вопрос к действию)
772	sv	kempe	ˈkɛm.pɛ	\N	inter.	vilken (handling)
776	de	kenong	ˈk·ɛ.n·oŋ] or [ˈkɛ.n·oŋ	k<1><2>en<3>ong	vin.	darstellen, veranschaulichen, bedeuten, repräsentieren (ii)
776	eng	kenong	ˈk·ɛ.n·oŋ] or [ˈkɛ.n·oŋ	k<1><2>en<3>ong	vin.	model, represent, exemplify (ii)
776	est	kenong	ˈk·ɛ.n·oŋ] or [ˈkɛ.n·oŋ	k<1><2>en<3>ong	vin.	kujutama, esindama, näiteks olema (e)
776	hu	kenong	ˈk·ɛ.n·oŋ] or [ˈkɛ.n·oŋ	k<1><2>en<3>ong	vin.	példát mutat, elől jár
776	nl	kenong	ˈk·ɛ.n·oŋ] or [ˈkɛ.n·oŋ	k<1><2>en<3>ong	vin.	representeren
776	pl	kenong	ˈk·ɛ.n·oŋ] or [ˈkɛ.n·oŋ	k<1><2>en<3>ong	vin.	demonstrować, reprezentować (ii)
776	ru	kenong	ˈk·ɛ.n·oŋ] or [ˈkɛ.n·oŋ	k<1><2>en<3>ong	vin.	иллюстрировать (на примере), приводить пример, представлять в качестве образца
776	sv	kenong	ˈk·ɛ.n·oŋ] or [ˈkɛ.n·oŋ	k<1><2>en<3>ong	vin.	representera, företräder, exemplifierar
780	de	kerusey	ˈkɛ.ɾu.sɛj	\N	adj.	tot
780	eng	kerusey	ˈkɛ.ɾu.sɛj	\N	adj.	dead
780	est	kerusey	ˈkɛ.ɾu.sɛj	\N	adj.	surnud
780	hu	kerusey	ˈkɛ.ɾu.sɛj	\N	adj.	halott
780	nl	kerusey	ˈkɛ.ɾu.sɛj	\N	adj.	dood
780	pl	kerusey	ˈkɛ.ɾu.sɛj	\N	adj.	martwy
780	ru	kerusey	ˈkɛ.ɾu.sɛj	\N	adj.	мертвый
780	sv	kerusey	ˈkɛ.ɾu.sɛj	\N	adj.	död
784	de	ketuwong	ˈkɛ.tu.woŋ	\N	n.	Alien, Außerirdische/r, Fremde/r
784	eng	ketuwong	ˈkɛ.tu.woŋ	\N	n.	alien
784	est	ketuwong	ˈkɛ.tu.woŋ	\N	n.	võõras isik
784	hu	ketuwong	ˈkɛ.tu.woŋ	\N	n.	idegen, ismeretlen személy
784	nl	ketuwong	ˈkɛ.tu.woŋ	\N	n.	vreemdeling
784	pl	ketuwong	ˈkɛ.tu.woŋ	\N	n.	obcy
784	ru	ketuwong	ˈkɛ.tu.woŋ	\N	n.	чужой, чужак, чужестранец
784	sv	ketuwong	ˈkɛ.tu.woŋ	\N	n.	alien, utomjording
788	de	kewong	ˈkɛ.woŋ	\N	adj.	fremd, außerirdisch
788	eng	kewong	ˈkɛ.woŋ	\N	adj.	alien
788	est	kewong	ˈkɛ.woŋ	\N	adj.	võõras
788	hu	kewong	ˈkɛ.woŋ	\N	adj.	idegen, ismeretlen
788	nl	kewong	ˈkɛ.woŋ	\N	adj.	vreemd (buitenaards)
788	pl	kewong	ˈkɛ.woŋ	\N	adj.	obcy
788	ru	kewong	ˈkɛ.woŋ	\N	adj.	чужой
788	sv	kewong	ˈkɛ.woŋ	\N	adj.	främmande, utomjordisk
792	de	keye'ung	kɛ.ˈjɛ.ʔuŋ	\N	n.	Wahnsinn, Irrsinn
792	eng	keye'ung	kɛ.ˈjɛ.ʔuŋ	\N	n.	insanity
792	est	keye'ung	kɛ.ˈjɛ.ʔuŋ	\N	n.	hullumeelsus
792	hu	keye'ung	kɛ.ˈjɛ.ʔuŋ	\N	n.	őrület
792	nl	keye'ung	kɛ.ˈjɛ.ʔuŋ	\N	n.	krankzinnigheid
792	pl	keye'ung	kɛ.ˈjɛ.ʔuŋ	\N	n.	szaleństwo, głupota, obłęd
792	ru	keye'ung	kɛ.ˈjɛ.ʔuŋ	\N	n.	безумие, умопомешательство
792	sv	keye'ung	kɛ.ˈjɛ.ʔuŋ	\N	n.	vansinne
800	de	kifkey	ki.ˈfkɛj	\N	n.	Welt (physisch)
800	eng	kifkey	ki.ˈfkɛj	\N	n.	world (physical, solid)
800	est	kifkey	ki.ˈfkɛj	\N	n.	maailm (füüsiline, tahke)
800	hu	kifkey	ki.ˈfkɛj	\N	n.	világ (fizikai, kézzelfogható)
800	nl	kifkey	ki.ˈfkɛj	\N	n.	wereld (fysiek, solide)
800	pl	kifkey	ki.ˈfkɛj	\N	n.	świat (fizyczny)
800	ru	kifkey	ki.ˈfkɛj	\N	n.	материальный мир
800	sv	kifkey	ki.ˈfkɛj	\N	n.	värld (fysisk, solid)
804	de	kilvan	kil.ˈvan	\N	n.	Fluss
804	eng	kilvan	kil.ˈvan	\N	n.	river
804	est	kilvan	kil.ˈvan	\N	n.	jõgi
804	hu	kilvan	kil.ˈvan	\N	n.	folyó
804	nl	kilvan	kil.ˈvan	\N	n.	rivier
804	pl	kilvan	kil.ˈvan	\N	n.	rzeka
804	ru	kilvan	kil.ˈvan	\N	n.	река
804	sv	kilvan	kil.ˈvan	\N	n.	flod
808	de	kìm	k·ɪm	k<1><2><3>ìm	vtr.	drehen, wirbeln
808	eng	kìm	k·ɪm	k<1><2><3>ìm	vtr.	spin, to spin (something)
808	est	kìm	k·ɪm	k<1><2><3>ìm	vtr.	keerlema, keerutama (midagi); Pol rumit kolìm  ta keerutas palli
808	hu	kìm	k·ɪm	k<1><2><3>ìm	vtr.	forgat, pörget
808	nl	kìm	k·ɪm	k<1><2><3>ìm	vtr.	(iets) draaien, laten tollen
808	pl	kìm	k·ɪm	k<1><2><3>ìm	vtr.	wirować, obracać (czymś)
808	ru	kìm	k·ɪm	k<1><2><3>ìm	vtr.	вращать (чтолибо)
808	sv	kìm	k·ɪm	k<1><2><3>ìm	vtr.	snurra
812	de	kin	k·in	k<1><2><3>in	vtr.	brauchen, bedürfen, benötigen
812	eng	kin	k·in	k<1><2><3>in	vtr.	need
812	est	kin	k·in	k<1><2><3>in	vtr.	vajama
812	hu	kin	k·in	k<1><2><3>in	vtr.	szüksége van valamire
812	nl	kin	k·in	k<1><2><3>in	vtr.	nodig hebben
812	pl	kin	k·in	k<1><2><3>in	vtr.	potrzebować
812	ru	kin	k·in	k<1><2><3>in	vtr.	нуждаться (в комто или чемто)
812	sv	kin	k·in	k<1><2><3>in	vtr.	behöva
820	de	kinam	ki.ˈnam	\N	n.	Bein
820	eng	kinam	ki.ˈnam	\N	n.	leg
820	est	kinam	ki.ˈnam	\N	n.	jalg
820	hu	kinam	ki.ˈnam	\N	n.	láb
820	nl	kinam	ki.ˈnam	\N	n.	been
820	pl	kinam	ki.ˈnam	\N	n.	noga
820	ru	kinam	ki.ˈnam	\N	n.	нога
820	sv	kinam	ki.ˈnam	\N	n.	ben
824	de	kinamtil	ki.ˈnam.til	\N	n.	Knie
824	eng	kinamtil	ki.ˈnam.til	\N	n.	knee
824	est	kinamtil	ki.ˈnam.til	\N	n.	põlv
824	hu	kinamtil	ki.ˈnam.til	\N	n.	térd
824	nl	kinamtil	ki.ˈnam.til	\N	n.	knie
824	pl	kinamtil	ki.ˈnam.til	\N	n.	kolano
824	ru	kinamtil	ki.ˈnam.til	\N	n.	колено
824	sv	kinamtil	ki.ˈnam.til	\N	n.	knä
828	de	kìng	kɪŋ	\N	n.	Faden, Strang
828	eng	kìng	kɪŋ	\N	n.	thread
828	est	kìng	kɪŋ	\N	n.	niit, lõng
828	hu	kìng	kɪŋ	\N	n.	fonal
828	nl	kìng	kɪŋ	\N	n.	draad
828	pl	kìng	kɪŋ	\N	n.	nić, wątek
828	ru	kìng	kɪŋ	\N	n.	нить
828	sv	kìng	kɪŋ	\N	n.	tråd
832	de	kip	kip̚	\N	adp.	zwischen, unter, mitten unter, inmitten
832	eng	kip	kip̚	\N	adp.	among
832	est	kip	kip̚	\N	adp.	(kellegi) hulgas
832	hu	kip	kip̚	\N	adp.	között(e)
832	nl	kip	kip̚	\N	adp.	tussen
832	pl	kip	kip̚	\N	adp.	wśród
832	ru	kip	kip̚	\N	adp.	между, посреди, среди
832	sv	kip	kip̚	\N	adp.	bland
836	de	kìte'e	kɪ.tɛ.ˈʔɛ	\N	n.	Dienst, Dienstleistung
836	eng	kìte'e	kɪ.tɛ.ˈʔɛ	\N	n.	service
836	est	kìte'e	kɪ.tɛ.ˈʔɛ	\N	n.	teenus, teenistus
836	hu	kìte'e	kɪ.tɛ.ˈʔɛ	\N	n.	szolgálat
836	nl	kìte'e	kɪ.tɛ.ˈʔɛ	\N	n.	dienst
836	pl	kìte'e	kɪ.tɛ.ˈʔɛ	\N	n.	służba, usługa
836	ru	kìte'e	kɪ.tɛ.ˈʔɛ	\N	n.	служба, занятие, работа, услуга
836	sv	kìte'e	kɪ.tɛ.ˈʔɛ	\N	n.	tjänst
848	de	kllfro'	kḷ.ˈfɾ·oʔ	kllfr<1><2><3>o'	svin.	verantwortlich sein
848	eng	kllfro'	kḷ.ˈfɾ·oʔ	kllfr<1><2><3>o'	svin.	be responsible
848	est	kllfro'	kḷ.ˈfɾ·oʔ	kllfr<1><2><3>o'	svin.	vastutav olema
848	hu	kllfro'	kḷ.ˈfɾ·oʔ	kllfr<1><2><3>o'	svin.	felelős valamiért
848	nl	kllfro'	kḷ.ˈfɾ·oʔ	kllfr<1><2><3>o'	svin.	verantwoordelijk zijn
848	pl	kllfro'	kḷ.ˈfɾ·oʔ	kllfr<1><2><3>o'	svin.	być odpowiedzialnym
848	ru	kllfro'	kḷ.ˈfɾ·oʔ	kllfr<1><2><3>o'	svin.	нести ответственность
848	sv	kllfro'	kḷ.ˈfɾ·oʔ	kllfr<1><2><3>o'	svin.	vara ansvarig
852	de	kllkulat	kḷ.ˈk·u.l·at̚	kllk<1><2>ul<3>at	vtr.	aufgraben, ausgraben
852	eng	kllkulat	kḷ.ˈk·u.l·at̚	kllk<1><2>ul<3>at	vtr.	dig up
852	est	kllkulat	kḷ.ˈk·u.l·at̚	kllk<1><2>ul<3>at	vtr.	kaevama
852	hu	kllkulat	kḷ.ˈk·u.l·at̚	kllk<1><2>ul<3>at	vtr.	felás
852	nl	kllkulat	kḷ.ˈk·u.l·at̚	kllk<1><2>ul<3>at	vtr.	opgraven
852	pl	kllkulat	kḷ.ˈk·u.l·at̚	kllk<1><2>ul<3>at	vtr.	wykopać
852	ru	kllkulat	kḷ.ˈk·u.l·at̚	kllk<1><2>ul<3>at	vtr.	прокапывать
852	sv	kllkulat	kḷ.ˈk·u.l·at̚	kllk<1><2>ul<3>at	vtr.	gräva upp
856	de	kllkxem	kḷ.ˈk'·ɛm	kllkx<1><2><3>em	vin.	stehen
856	eng	kllkxem	kḷ.ˈk'·ɛm	kllkx<1><2><3>em	vin.	stand
856	est	kllkxem	kḷ.ˈk'·ɛm	kllkx<1><2><3>em	vin.	seisma
856	hu	kllkxem	kḷ.ˈk'·ɛm	kllkx<1><2><3>em	vin.	áll
856	nl	kllkxem	kḷ.ˈk'·ɛm	kllkx<1><2><3>em	vin.	staan
856	pl	kllkxem	kḷ.ˈk'·ɛm	kllkx<1><2><3>em	vin.	stać
856	ru	kllkxem	kḷ.ˈk'·ɛm	kllkx<1><2><3>em	vin.	стоять
856	sv	kllkxem	kḷ.ˈk'·ɛm	kllkx<1><2><3>em	vin.	stå
860	de	kllpxìltu	kḷ.ˈp'ɪl.tu	\N	n.	Bereich, Gebiet, Land, Territorium
860	eng	kllpxìltu	kḷ.ˈp'ɪl.tu	\N	n.	territory
860	est	kllpxìltu	kḷ.ˈp'ɪl.tu	\N	n.	territoorium, maaala
860	hu	kllpxìltu	kḷ.ˈp'ɪl.tu	\N	n.	terület
860	nl	kllpxìltu	kḷ.ˈp'ɪl.tu	\N	n.	gebied, territorium
860	pl	kllpxìltu	kḷ.ˈp'ɪl.tu	\N	n.	terytorium
860	ru	kllpxìltu	kḷ.ˈp'ɪl.tu	\N	n.	территория
860	sv	kllpxìltu	kḷ.ˈp'ɪl.tu	\N	n.	område
864	de	kllte	ˈkḷ.tɛ	\N	n.	Boden, Grund
864	eng	kllte	ˈkḷ.tɛ	\N	n.	ground
864	est	kllte	ˈkḷ.tɛ	\N	n.	maa, maapind
864	hu	kllte	ˈkḷ.tɛ	\N	n.	föld, talaj
864	nl	kllte	ˈkḷ.tɛ	\N	n.	grond
864	pl	kllte	ˈkḷ.tɛ	\N	n.	ziemia, grunt
864	ru	kllte	ˈkḷ.tɛ	\N	n.	земля
864	sv	kllte	ˈkḷ.tɛ	\N	n.	mark
868	de	ko	ko	\N	part.	Einverständnis einholen (makto ko!  'Lass uns reiten!')
868	eng	ko	ko	\N	part.	solicit agreement
868	est	ko	ko	\N	part.	pealesurutud nõustumine (eks)
868	hu	ko	ko	\N	part.	nosza!
868	nl	ko	ko	\N	part.	instemmend
868	ru	ko	ko	\N	part.	призыв к действию, побуждение к согласию
868	sv	ko	ko	\N	part.	hålla med
872	de	kop	kop̚	\N	adv.	auch, ebenfalls, zusätzlich
872	eng	kop	kop̚	\N	adv.	too, also, additionally
872	est	kop	kop̚	\N	adv.	ka, samuti, lisaks
872	hu	kop	kop̚	\N	adv.	is, szintén
872	nl	kop	kop̚	\N	adv.	ook, alsmede, tegelijk met
872	pl	kop	kop̚	\N	adv.	też, również, także
872	ru	kop	kop̚	\N	adv.	также, в том числе
872	sv	kop	kop̚	\N	adv.	också
876	de	koren	ko.ˈɾɛn	\N	n.	Regel, Richtlinie
876	eng	koren	ko.ˈɾɛn	\N	n.	rule, guideline
876	est	koren	ko.ˈɾɛn	\N	n.	reegel, juhtnöör
876	hu	koren	ko.ˈɾɛn	\N	n.	szabály
876	nl	koren	ko.ˈɾɛn	\N	n.	regel, richtlijn
876	pl	koren	ko.ˈɾɛn	\N	n.	zasada, wytyczna, wskazówka
876	ru	koren	ko.ˈɾɛn	\N	n.	правило
876	sv	koren	ko.ˈɾɛn	\N	n.	regel, riktlinje
880	de	krr	kṛ	\N	n.	Zeit
880	eng	krr	kṛ	\N	n.	time
880	est	krr	kṛ	\N	n.	aeg
880	hu	krr	kṛ	\N	n.	idő
880	nl	krr	kṛ	\N	n.	tijd
880	pl	krr	kṛ	\N	n.	czas
880	ru	krr	kṛ	\N	n.	время
880	sv	krr	kṛ	\N	n.	tid
888	de	krrnekx	kṛ.ˈn·ɛk'	krrn<1><2><3>ekx	vin.	dauern, Zeit brauchen (ii)
888	eng	krrnekx	kṛ.ˈn·ɛk'	krrn<1><2><3>ekx	vin.	take/consume time (ii)
888	est	krrnekx	kṛ.ˈn·ɛk'	krrn<1><2><3>ekx	vin.	aega võtma/nõudma (e)
888	hu	krrnekx	kṛ.ˈn·ɛk'	krrn<1><2><3>ekx	vin.	időt vesz igénybe (ii)
888	nl	krrnekx	kṛ.ˈn·ɛk'	krrn<1><2><3>ekx	vin.	tijd verbruiken
888	pl	krrnekx	kṛ.ˈn·ɛk'	krrn<1><2><3>ekx	vin.	zajmować czas (ii)
888	ru	krrnekx	kṛ.ˈn·ɛk'	krrn<1><2><3>ekx	vin.	требовать времени
888	sv	krrnekx	kṛ.ˈn·ɛk'	krrn<1><2><3>ekx	vin.	ta tid, konsumera tid
892	de	krrpe	ˈkṛ.pɛ	\N	inter.	Wann?
892	eng	krrpe	ˈkṛ.pɛ	\N	inter.	when
892	est	krrpe	ˈkṛ.pɛ	\N	inter.	millal (mis ajal)
892	hu	krrpe	ˈkṛ.pɛ	\N	inter.	mikor?
892	nl	krrpe	ˈkṛ.pɛ	\N	inter.	wanneer
892	pl	krrpe	ˈkṛ.pɛ	\N	inter.	kiedy
892	ru	krrpe	ˈkṛ.pɛ	\N	inter.	когда (в какое время)
892	sv	krrpe	ˈkṛ.pɛ	\N	inter.	när
896	de	kunsìp	ˈkun.sɪp̚	\N	n.	Hubschrauber (Waffenschiff)
896	eng	kunsìp	ˈkun.sɪp̚	\N	n.	gunship
896	est	kunsìp	ˈkun.sɪp̚	\N	n.	lahingulaev
896	hu	kunsìp	ˈkun.sɪp̚	\N	n.	harci helikopter
896	nl	kunsìp	ˈkun.sɪp̚	\N	n.	gevechtsvliegtuig
896	pl	kunsìp	ˈkun.sɪp̚	\N	n.	śmigłowiec szturmowy
896	ru	kunsìp	ˈkun.sɪp̚	\N	n.	ударный вертолёт
896	sv	kunsìp	ˈkun.sɪp̚	\N	n.	flygvapen
900	de	kurakx	k·u.ˈɾ·ak'	k<1><2>ur<3>akx	vtr.	verjagen, vertreiben
900	eng	kurakx	k·u.ˈɾ·ak'	k<1><2>ur<3>akx	vtr.	drive out
900	est	kurakx	k·u.ˈɾ·ak'	k<1><2>ur<3>akx	vtr.	välja sõitma
900	hu	kurakx	k·u.ˈɾ·ak'	k<1><2>ur<3>akx	vtr.	kiűz, elüldöz
900	nl	kurakx	k·u.ˈɾ·ak'	k<1><2>ur<3>akx	vtr.	uitdrijven
900	pl	kurakx	k·u.ˈɾ·ak'	k<1><2>ur<3>akx	vtr.	wypędzać
900	ru	kurakx	k·u.ˈɾ·ak'	k<1><2>ur<3>akx	vtr.	выезжать, выдвигаться откудалибо
900	sv	kurakx	k·u.ˈɾ·ak'	k<1><2>ur<3>akx	vtr.	driva ut
904	de	kxam	k'am	\N	n.	Mitte, Mittelpunkt
904	eng	kxam	k'am	\N	n.	middle, midpoint
904	est	kxam	k'am	\N	n.	keskpunkt, keskmine
904	hu	kxam	k'am	\N	n.	közép, középpont
904	nl	kxam	k'am	\N	n.	midden
904	pl	kxam	k'am	\N	n.	środek, połowa
904	ru	kxam	k'am	\N	n.	середина, центр
904	sv	kxam	k'am	\N	n.	mitt, mittpunkt
908	de	kxamtseng	ˈk'am.t͡sɛŋ	\N	n.	Zentrum, Mittelpunkt (Ort)
908	eng	kxamtseng	ˈk'am.t͡sɛŋ	\N	n.	center, place in the middle
908	est	kxamtseng	ˈk'am.t͡sɛŋ	\N	n.	kese, koht keskel
908	hu	kxamtseng	ˈk'am.t͡sɛŋ	\N	n.	központi hely
908	nl	kxamtseng	ˈk'am.t͡sɛŋ	\N	n.	middelpunt, plaats in het midden
908	pl	kxamtseng	ˈk'am.t͡sɛŋ	\N	n.	centrum, miejsce w środku
908	ru	kxamtseng	ˈk'am.t͡sɛŋ	\N	n.	место посередине
908	sv	kxamtseng	ˈk'am.t͡sɛŋ	\N	n.	center, mitt, plats i mitten
912	de	kxangangang	ˈk'aŋ.aŋ.aŋ	\N	intj.	Bumm, Knall (Lautmalerei)
912	eng	kxangangang	ˈk'aŋ.aŋ.aŋ	\N	intj.	boom (onomatopoeic)
912	est	kxangangang	ˈk'aŋ.aŋ.aŋ	\N	intj.	pauhh, põmm (kõlamaaling)
912	hu	kxangangang	ˈk'aŋ.aŋ.aŋ	\N	intj.	bumm! (hangutánzószó)
